"","label","species","plant_number","leaf_number","area_cm2","std_dev_cm2","x","y","xm","ym","perim","bx","by","width","height","major","minor","angle","circ","feret","feret_x","feret_y","feret_angle","min_feret","ar","round","solidity","x_1"
"286","MANDEN_P4_R1_W_00001.jpg","MANDEN",4,1,2.553368703,18.105233507,15.97762746,10.906988624,15.975930825,10.905609404,9.576405215,15.169620316,9.073930284,1.653640479,3.155416017,3.093259563,1.051011058,114.437815476,0.349879394,3.429805991,3627,2153,114.642249643,1.110763141,2.943127515,0.339774609,0.929851564,20
"287","MANDEN_P4_R1_W_00001.jpg","MANDEN",4,2,1.913602888,17.313226702,12.036397884,10.663219893,12.038080819,10.663021266,7.561448775,10.288849819,10.162295701,3.218693076,0.96602977,2.782521885,0.875635474,6.28716534,0.42058294,3.240515889,2439,2584,6.653190303,0.939631688,3.177717175,0.314691316,0.949657124,21
"288","MANDEN_P4_R1_W_00001.jpg","MANDEN",4,3,1.996992574,11.58253227,16.468166627,14.794424328,16.468407227,14.794120512,7.738890551,15.300392905,13.845020544,2.214697071,2.2104786,2.65454635,0.957847248,42.191859498,0.419014358,3.108282965,3627,3800,44.560117821,1.04277327,2.771367101,0.360832746,0.933656702,24
"289","MANDEN_P4_R1_W_00001.jpg","MANDEN",4,4,1.969000262,16.372172581,11.313453294,16.263075341,11.314953363,16.262972838,7.318576264,9.588583698,15.713803025,3.045735781,1.020869888,2.605205528,0.962307568,2.035381464,0.461957936,3.052741953,2273,3904,3.882541125,1.016735505,2.7072483,0.369378753,0.935090618,25
"290","MANDEN_P4_R1_W_00001.jpg","MANDEN",4,5,1.642292782,15.221286907,16.934139625,20.548669433,16.935011503,20.548238353,7.028722288,15.287737493,20.071483166,2.89808931,0.890097299,2.619643957,0.798212333,9.183286564,0.417741556,2.946428841,3624,4954,10.392892161,0.85239436,3.281888602,0.304702603,0.948678807,26
"291","MANDEN_P5_R1_W_00001.jpg","MANDEN",5,1,2.933533848,8.232628331,14.906452987,7.128753825,14.907013072,7.128489822,9.062042773,12.950704775,6.260210386,3.543515313,1.691606715,3.323967328,1.123684721,24.575167496,0.448899118,3.859718496,3071,1876,23.511050048,1.17235541,2.958096043,0.338055285,0.954116493,28
"292","MANDEN_P5_R1_W_00001.jpg","MANDEN",5,2,2.54461332,11.232738428,8.432037521,9.608852843,8.43281459,9.609013665,8.057810888,6.6314358,9.019090166,3.370558018,1.181171771,3.036048347,1.067144503,171.54706494,0.492490116,3.39633258,1572,2209,172.936772328,1.127732162,2.845020836,0.351491275,0.958108869,29
"293","MANDEN_P5_R1_W_00001.jpg","MANDEN",5,3,2.375609511,14.314560115,14.882048396,13.870050774,14.88272293,13.870024175,8.102218357,13.060385011,13.250216188,3.24822237,1.282415066,2.756589592,1.097268879,163.396088172,0.454754529,3.371336682,3096,3186,164.468213748,1.195825297,2.512227991,0.398053044,0.920607555,31
"294","MANDEN_P5_R1_W_00001.jpg","MANDEN",5,4,2.813876944,12.599908825,7.453409946,16.842926,7.454884788,16.843197172,9.196506981,5.500885676,16.135650086,3.636321666,1.438498478,3.300114342,1.08564099,162.142779122,0.418089399,3.786166089,1304,3875,163.82661475,1.125020132,3.039784214,0.32897072,0.943803794,32
"295","MANDEN_P5_R1_W_00001.jpg","MANDEN",5,5,2.014912637,16.653585224,14.322965783,20.509514816,14.324152218,20.509353444,7.586293009,12.684941126,19.953365989,3.020424957,1.130550124,2.643521982,0.970472902,166.485857904,0.439953583,3.120884316,3008,4747,165.118470297,1.040270433,2.723952392,0.367113611,0.924007247,33
"296","MANDEN_P6_R1_W_00001.jpg","MANDEN",6,1,2.477292965,19.251349363,17.056059879,5.783241373,17.057876242,5.783961006,9.106565597,14.962915256,5.268869793,3.72912802,1.084146947,3.29519981,0.957206709,172.828151768,0.375385932,3.739195335,3547,1368,175.794642998,1.041400535,3.442516416,0.29048518,0.909274391,34
